"","sampleID","sampleID.wavelength","domainID","siteID","collectDate","wavelength","absorbance","DOC","SUVA"
"23","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.336","D10","ARIK",2024-04-30 17:18:00,336,0.00441,0.6191,0.712324341786464
"24","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.260","D10","ARIK",2024-04-30 17:18:00,260,0.01144,0.6191,1.84784364399935
"25","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.262","D10","ARIK",2024-04-30 17:18:00,262,0.01122,0.6191,1.81230818930706
"26","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.264","D10","ARIK",2024-04-30 17:18:00,264,0.01106,0.6191,1.78646422225812
"27","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.266","D10","ARIK",2024-04-30 17:18:00,266,0.01082,0.6191,1.7476982716847
"28","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.268","D10","ARIK",2024-04-30 17:18:00,268,0.01064,0.6191,1.71862380875464
"29","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.270","D10","ARIK",2024-04-30 17:18:00,270,0.01041,0.6191,1.68147310612179
"30","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.272","D10","ARIK",2024-04-30 17:18:00,272,0.01027,0.6191,1.65885963495397
"31","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.352","D10","ARIK",2024-04-30 17:18:00,352,0.00379,0.6191,0.612178969471814
"32","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.354","D10","ARIK",2024-04-30 17:18:00,354,0.00376,0.6191,0.607333225650137
"33","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.356","D10","ARIK",2024-04-30 17:18:00,356,0.0037,0.6191,0.597641738006784
"34","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.358","D10","ARIK",2024-04-30 17:18:00,358,0.00365,0.6191,0.58956549830399
"35","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.360","D10","ARIK",2024-04-30 17:18:00,360,0.0036,0.6191,0.581489258601195
"36","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.286","D10","ARIK",2024-04-30 17:18:00,286,0.00883,0.6191,1.42626393151349
"37","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.288","D10","ARIK",2024-04-30 17:18:00,288,0.00862,0.6191,1.39234372476175
"38","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.290","D10","ARIK",2024-04-30 17:18:00,290,0.00839,0.6191,1.3551930221289
"39","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.292","D10","ARIK",2024-04-30 17:18:00,292,0.00819,0.6191,1.32288806331772
"40","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.294","D10","ARIK",2024-04-30 17:18:00,294,0.00799,0.6191,1.29058310450654
"41","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.296","D10","ARIK",2024-04-30 17:18:00,296,0.00778,0.6191,1.25666289775481
"42","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.298","D10","ARIK",2024-04-30 17:18:00,298,0.00766,0.6191,1.2372799224681
"43","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.300","D10","ARIK",2024-04-30 17:18:00,300,0.0075,0.6191,1.21143595541916
"44","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.302","D10","ARIK",2024-04-30 17:18:00,302,0.00735,0.6191,1.18720723631077
"45","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.304","D10","ARIK",2024-04-30 17:18:00,304,0.00719,0.6191,1.16136326926183
"46","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.538","D10","ARIK",2024-04-30 17:18:00,538,0.00209,0.6191,0.337586819576805
"47","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.540","D10","ARIK",2024-04-30 17:18:00,540,0.0021,0.6191,0.339202067517364
"48","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.310","D10","ARIK",2024-04-30 17:18:00,310,0.00661,0.6191,1.06767888870942
"49","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.312","D10","ARIK",2024-04-30 17:18:00,312,0.0064,0.6191,1.03375868195768
"50","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.546","D10","ARIK",2024-04-30 17:18:00,546,0.00205,0.6191,0.33112582781457
"51","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.548","D10","ARIK",2024-04-30 17:18:00,548,0.00201,0.6191,0.324664836052334
"52","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.550","D10","ARIK",2024-04-30 17:18:00,550,0.00202,0.6191,0.326280083992893
"53","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.552","D10","ARIK",2024-04-30 17:18:00,552,0.00196,0.6191,0.31658859634954
"54","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.554","D10","ARIK",2024-04-30 17:18:00,554,0.00193,0.6191,0.311742852527863
"55","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.556","D10","ARIK",2024-04-30 17:18:00,556,0.00197,0.6191,0.318203844290099
"56","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.558","D10","ARIK",2024-04-30 17:18:00,558,0.00195,0.6191,0.314973348408981
"57","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.560","D10","ARIK",2024-04-30 17:18:00,560,0.00191,0.6191,0.308512356646745
"58","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.562","D10","ARIK",2024-04-30 17:18:00,562,0.00199,0.6191,0.321434340171216
"59","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.564","D10","ARIK",2024-04-30 17:18:00,564,0.0019,0.6191,0.306897108706186
"60","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.566","D10","ARIK",2024-04-30 17:18:00,566,0.00198,0.6191,0.319819092230657
"61","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.330","D10","ARIK",2024-04-30 17:18:00,330,0.00476,0.6191,0.768858019706025
"62","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.572","D10","ARIK",2024-04-30 17:18:00,572,0.00196,0.6191,0.31658859634954
"63","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.574","D10","ARIK",2024-04-30 17:18:00,574,0.00194,0.6191,0.313358100468422
"64","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.576","D10","ARIK",2024-04-30 17:18:00,576,0.00193,0.6191,0.311742852527863
"65","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.578","D10","ARIK",2024-04-30 17:18:00,578,0.00191,0.6191,0.308512356646745
"66","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.580","D10","ARIK",2024-04-30 17:18:00,580,0.00186,0.6191,0.300436116943951
"67","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.582","D10","ARIK",2024-04-30 17:18:00,582,0.00187,0.6191,0.30205136488451
"68","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.584","D10","ARIK",2024-04-30 17:18:00,584,0.00182,0.6191,0.293975125181715
"69","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.586","D10","ARIK",2024-04-30 17:18:00,586,0.00186,0.6191,0.300436116943951
"70","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.588","D10","ARIK",2024-04-30 17:18:00,588,0.00184,0.6191,0.297205621062833
"71","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.274","D10","ARIK",2024-04-30 17:18:00,274,0.01006,0.6191,1.62493942820223
"72","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.276","D10","ARIK",2024-04-30 17:18:00,276,0.00985,0.6191,1.59101922145049
"73","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.278","D10","ARIK",2024-04-30 17:18:00,278,0.00968,0.6191,1.56356000646099
"74","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.514","D10","ARIK",2024-04-30 17:18:00,514,0.00216,0.6191,0.348893555160717
"75","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.516","D10","ARIK",2024-04-30 17:18:00,516,0.00219,0.6191,0.353739298982394
"76","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.518","D10","ARIK",2024-04-30 17:18:00,518,0.00216,0.6191,0.348893555160717
"77","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.520","D10","ARIK",2024-04-30 17:18:00,520,0.00213,0.6191,0.344047811339041
"78","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.522","D10","ARIK",2024-04-30 17:18:00,522,0.00212,0.6191,0.342432563398482
"79","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.524","D10","ARIK",2024-04-30 17:18:00,524,0.00216,0.6191,0.348893555160717
"80","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.526","D10","ARIK",2024-04-30 17:18:00,526,0.00215,0.6191,0.347278307220158
"81","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.528","D10","ARIK",2024-04-30 17:18:00,528,0.00213,0.6191,0.344047811339041
"82","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.530","D10","ARIK",2024-04-30 17:18:00,530,0.00207,0.6191,0.334356323695687
"83","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.532","D10","ARIK",2024-04-30 17:18:00,532,0.00209,0.6191,0.337586819576805
"84","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.534","D10","ARIK",2024-04-30 17:18:00,534,0.00203,0.6191,0.327895331933452
"85","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.536","D10","ARIK",2024-04-30 17:18:00,536,0.0021,0.6191,0.339202067517364
"86","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.378","D10","ARIK",2024-04-30 17:18:00,378,0.00324,0.6191,0.523340332741076
"87","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.380","D10","ARIK",2024-04-30 17:18:00,380,0.00318,0.6191,0.513648845097722
"88","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.542","D10","ARIK",2024-04-30 17:18:00,542,0.00207,0.6191,0.334356323695687
"89","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.544","D10","ARIK",2024-04-30 17:18:00,544,0.00211,0.6191,0.340817315457923
"90","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.230","D10","ARIK",2024-04-30 17:18:00,230,0.10914,0.6191,17.6288160232596
"91","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.232","D10","ARIK",2024-04-30 17:18:00,232,0.07865,0.6191,12.7039250524956
"92","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.234","D10","ARIK",2024-04-30 17:18:00,234,0.05636,0.6191,9.10353739298982
"93","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.236","D10","ARIK",2024-04-30 17:18:00,236,0.04154,0.6191,6.70973994508157
"94","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.238","D10","ARIK",2024-04-30 17:18:00,238,0.03182,0.6191,5.13971894685834
"95","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.240","D10","ARIK",2024-04-30 17:18:00,240,0.02498,0.6191,4.03488935551607
"96","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.242","D10","ARIK",2024-04-30 17:18:00,242,0.02046,0.6191,3.30479728638346
"97","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.244","D10","ARIK",2024-04-30 17:18:00,244,0.01788,0.6191,2.88806331771927
"98","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.246","D10","ARIK",2024-04-30 17:18:00,246,0.01559,0.6191,2.51817153933129
"99","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.248","D10","ARIK",2024-04-30 17:18:00,248,0.01445,0.6191,2.33403327410758
"100","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.250","D10","ARIK",2024-04-30 17:18:00,250,0.01357,0.6191,2.19189145533839
"101","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.252","D10","ARIK",2024-04-30 17:18:00,252,0.01284,0.6191,2.0739783556776
"102","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.254","D10","ARIK",2024-04-30 17:18:00,254,0.01245,0.6191,2.0109836859958
"103","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.256","D10","ARIK",2024-04-30 17:18:00,256,0.01196,0.6191,1.93183653690842
"104","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.258","D10","ARIK",2024-04-30 17:18:00,258,0.01164,0.6191,1.88014860281053
"105","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.494","D10","ARIK",2024-04-30 17:18:00,494,0.0022,0.6191,0.355354546922953
"106","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.496","D10","ARIK",2024-04-30 17:18:00,496,0.00224,0.6191,0.361815538685188
"107","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.498","D10","ARIK",2024-04-30 17:18:00,498,0.0022,0.6191,0.355354546922953
"108","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.500","D10","ARIK",2024-04-30 17:18:00,500,0.00222,0.6191,0.35858504280407
"109","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.502","D10","ARIK",2024-04-30 17:18:00,502,0.00225,0.6191,0.363430786625747
"110","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.504","D10","ARIK",2024-04-30 17:18:00,504,0.00216,0.6191,0.348893555160717
"111","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.590","D10","ARIK",2024-04-30 17:18:00,590,0.00178,0.6191,0.28751413341948
"112","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.592","D10","ARIK",2024-04-30 17:18:00,592,0.0018,0.6191,0.290744629300598
"113","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.594","D10","ARIK",2024-04-30 17:18:00,594,0.00179,0.6191,0.289129381360039
"114","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.596","D10","ARIK",2024-04-30 17:18:00,596,0.00177,0.6191,0.285898885478921
"115","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.598","D10","ARIK",2024-04-30 17:18:00,598,0.00178,0.6191,0.28751413341948
"116","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.600","D10","ARIK",2024-04-30 17:18:00,600,0.00184,0.6191,0.297205621062833
"117","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.434","D10","ARIK",2024-04-30 17:18:00,434,0.00257,0.6191,0.415118720723631
"118","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.362","D10","ARIK",2024-04-30 17:18:00,362,0.00352,0.6191,0.568567275076724
"119","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.364","D10","ARIK",2024-04-30 17:18:00,364,0.0035,0.6191,0.565336779195607
"120","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.366","D10","ARIK",2024-04-30 17:18:00,366,0.00344,0.6191,0.555645291552253
"121","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.368","D10","ARIK",2024-04-30 17:18:00,368,0.00342,0.6191,0.552414795671136
"122","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.370","D10","ARIK",2024-04-30 17:18:00,370,0.00342,0.6191,0.552414795671136
"123","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.372","D10","ARIK",2024-04-30 17:18:00,372,0.00336,0.6191,0.542723308027782
"124","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.374","D10","ARIK",2024-04-30 17:18:00,374,0.0033,0.6191,0.533031820384429
"125","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.376","D10","ARIK",2024-04-30 17:18:00,376,0.00325,0.6191,0.524955580681635
"126","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.220","D10","ARIK",2024-04-30 17:18:00,220,0.38014,0.6191,61.4020352124051
"127","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.222","D10","ARIK",2024-04-30 17:18:00,222,0.31547,0.6191,50.9562267808109
"128","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.224","D10","ARIK",2024-04-30 17:18:00,224,0.24969,0.6191,40.3311258278146
"129","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.226","D10","ARIK",2024-04-30 17:18:00,226,0.19034,0.6191,30.7446293005976
"130","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.382","D10","ARIK",2024-04-30 17:18:00,382,0.00318,0.6191,0.513648845097722
"131","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.384","D10","ARIK",2024-04-30 17:18:00,384,0.00308,0.6191,0.497496365692134
"132","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.386","D10","ARIK",2024-04-30 17:18:00,386,0.00307,0.6191,0.495881117751575
"133","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.388","D10","ARIK",2024-04-30 17:18:00,388,0.00301,0.6191,0.486189630108222
"134","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.390","D10","ARIK",2024-04-30 17:18:00,390,0.00299,0.6191,0.482959134227104
"135","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.392","D10","ARIK",2024-04-30 17:18:00,392,0.00297,0.6191,0.479728638345986
"136","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.394","D10","ARIK",2024-04-30 17:18:00,394,0.00292,0.6191,0.471652398643192
"137","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.396","D10","ARIK",2024-04-30 17:18:00,396,0.00285,0.6191,0.46034566305928
"138","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.398","D10","ARIK",2024-04-30 17:18:00,398,0.00286,0.6191,0.461960910999838
"139","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.400","D10","ARIK",2024-04-30 17:18:00,400,0.00286,0.6191,0.461960910999838
"140","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.402","D10","ARIK",2024-04-30 17:18:00,402,0.00286,0.6191,0.461960910999838
"141","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.404","D10","ARIK",2024-04-30 17:18:00,404,0.00278,0.6191,0.449038927475368
"142","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.568","D10","ARIK",2024-04-30 17:18:00,568,0.00188,0.6191,0.303666612825069
"143","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.570","D10","ARIK",2024-04-30 17:18:00,570,0.00192,0.6191,0.310127604587304
"144","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.410","D10","ARIK",2024-04-30 17:18:00,410,0.00265,0.6191,0.428040704248102
"145","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.412","D10","ARIK",2024-04-30 17:18:00,412,0.00257,0.6191,0.415118720723631
"146","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.414","D10","ARIK",2024-04-30 17:18:00,414,0.00253,0.6191,0.408657728961396
"147","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.416","D10","ARIK",2024-04-30 17:18:00,416,0.00249,0.6191,0.40219673719916
"148","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.418","D10","ARIK",2024-04-30 17:18:00,418,0.00258,0.6191,0.41673396866419
"149","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.420","D10","ARIK",2024-04-30 17:18:00,420,0.00256,0.6191,0.413503472783072
"150","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.422","D10","ARIK",2024-04-30 17:18:00,422,0.00258,0.6191,0.41673396866419
"151","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.506","D10","ARIK",2024-04-30 17:18:00,506,0.0022,0.6191,0.355354546922953
"152","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.508","D10","ARIK",2024-04-30 17:18:00,508,0.00218,0.6191,0.352124051041835
"153","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.510","D10","ARIK",2024-04-30 17:18:00,510,0.00214,0.6191,0.345663059279599
"154","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.512","D10","ARIK",2024-04-30 17:18:00,512,0.00219,0.6191,0.353739298982394
"155","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.430","D10","ARIK",2024-04-30 17:18:00,430,0.00258,0.6191,0.41673396866419
"156","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.432","D10","ARIK",2024-04-30 17:18:00,432,0.00258,0.6191,0.41673396866419
"157","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.228","D10","ARIK",2024-04-30 17:18:00,228,0.14103,0.6191,22.7798417057018
"158","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.436","D10","ARIK",2024-04-30 17:18:00,436,0.00257,0.6191,0.415118720723631
"159","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.438","D10","ARIK",2024-04-30 17:18:00,438,0.00259,0.6191,0.418349216604749
"160","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.440","D10","ARIK",2024-04-30 17:18:00,440,0.0026,0.6191,0.419964464545308
"161","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.442","D10","ARIK",2024-04-30 17:18:00,442,0.00256,0.6191,0.413503472783072
"162","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.444","D10","ARIK",2024-04-30 17:18:00,444,0.00247,0.6191,0.398966241318042
"163","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.446","D10","ARIK",2024-04-30 17:18:00,446,0.00244,0.6191,0.394120497496366
"164","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.448","D10","ARIK",2024-04-30 17:18:00,448,0.00242,0.6191,0.390890001615248
"165","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.450","D10","ARIK",2024-04-30 17:18:00,450,0.00236,0.6191,0.381198513971895
"166","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.452","D10","ARIK",2024-04-30 17:18:00,452,0.00237,0.6191,0.382813761912454
"167","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.454","D10","ARIK",2024-04-30 17:18:00,454,0.00235,0.6191,0.379583266031336
"168","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.456","D10","ARIK",2024-04-30 17:18:00,456,0.00233,0.6191,0.376352770150218
"169","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.458","D10","ARIK",2024-04-30 17:18:00,458,0.0023,0.6191,0.371507026328541
"170","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.408","D10","ARIK",2024-04-30 17:18:00,408,0.00269,0.6191,0.434501696010338
"171","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.464","D10","ARIK",2024-04-30 17:18:00,464,0.00228,0.6191,0.368276530447424
"172","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.466","D10","ARIK",2024-04-30 17:18:00,466,0.00227,0.6191,0.366661282506865
"173","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.468","D10","ARIK",2024-04-30 17:18:00,468,0.00225,0.6191,0.363430786625747
"174","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.470","D10","ARIK",2024-04-30 17:18:00,470,0.00228,0.6191,0.368276530447424
"175","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.472","D10","ARIK",2024-04-30 17:18:00,472,0.00228,0.6191,0.368276530447424
"176","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.474","D10","ARIK",2024-04-30 17:18:00,474,0.0023,0.6191,0.371507026328541
"177","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.476","D10","ARIK",2024-04-30 17:18:00,476,0.00229,0.6191,0.369891778387983
"178","ARIK.W1.20240430.FIL","ARIK.W1.20240430.FIL.478","D10","ARIK",2024-04-30 17:18:00,478,0.00229,0.6191,0.369891778387983
